season,season_start_year,season_end_year,season_week_index,season_chart_slot_index,month_index,month_name,month_number,calendar_year,month_week_slot,grade,grade_points,label_date,weather_window_start,weather_window_end,avg_weather_days_observed,avg_hours_above_freezing_sum_7d,avg_hours_above_freezing_mean_7d,avg_hours_above_freezing_max_7d,avg_hours_above_freezing_label_day,avg_temperature_mean_7d,avg_temperature_min_7d,avg_temperature_max_7d,avg_temperature_label_day,avg_humidity_mean_7d,avg_humidity_min_7d,avg_humidity_max_7d,avg_humidity_label_day,avg_snow_depth_mean_7d,avg_snow_depth_min_7d,avg_snow_depth_max_7d,avg_snow_depth_label_day,avg_wind_speed_mean_7d,avg_wind_speed_min_7d,avg_wind_speed_max_7d,avg_wind_speed_label_day,avg_rain_sum_7d,avg_rain_max_7d,avg_rain_label_day,avg_snowfall_sum_7d,avg_snowfall_max_7d,avg_snowfall_label_day
2020-21,2020,2021,3,10,2,November,11,2020,5,D,0,2020-12-05,2020-11-29,2020-12-05,7,102.0,14.571428571428571,24.0,16.5,34.32113095238095,28.794791666666665,49.025,31.801041666666663,79.73065476190477,61.770833333333336,94.07291666666669,92.39583333333334,0.022431547619047615,0.00309375,0.0508020833333333,0.0508020833333333,8.155059523809525,6.583333333333334,9.41875,6.622916666666667,1.069,0.57175,0.03,1.62375,1.14575,1.14575
2020-21,2020,2021,4,11,3,December,12,2020,1,D,0,2020-12-05,2020-11-29,2020-12-05,7,102.0,14.571428571428571,24.0,16.5,34.32113095238095,28.794791666666665,49.025,31.801041666666663,79.73065476190477,61.770833333333336,94.07291666666669,92.39583333333334,0.022431547619047615,0.00309375,0.0508020833333333,0.0508020833333333,8.155059523809525,6.583333333333334,9.41875,6.622916666666667,1.069,0.57175,0.03,1.62375,1.14575,1.14575
2020-21,2020,2021,5,12,3,December,12,2020,2,D,0,2020-12-12,2020-12-06,2020-12-12,7,29.5,4.214285714285714,16.25,16.25,24.587500000000002,18.729166666666668,33.071875,33.071875,79.77083333333334,72.58333333333334,87.69791666666666,87.30208333333333,0.2081741071428571,0.1361666666666666,0.2755625,0.246,7.640922619047619,5.347916666666666,13.192708333333334,5.6125,0.016,0.014,0.014,2.2542500000000003,0.9405,0.007
2020-21,2020,2021,6,13,3,December,12,2020,3,D,0,2020-12-19,2020-12-13,2020-12-19,7,19.5,2.7857142857142856,17.75,0.0,16.346875000000004,6.636458333333333,35.234375,10.038541666666667,68.10416666666667,48.072916666666664,93.6875,68.58333333333334,0.24562499999999998,0.13409375,0.4315,0.3866145833333333,6.257886904761905,3.060416666666667,11.459375,3.060416666666667,0.10625,0.10625,0.0,4.6885,4.50075,0.0
2020-21,2020,2021,7,14,3,December,12,2020,4,D,0,2020-12-26,2020-12-20,2020-12-26,7,47.25,6.75,24.0,4.5,28.756845238095234,19.296875,47.52291666666667,25.959375,82.28869047619047,63.15625,99.02083333333331,80.4375,0.30433035714285717,0.03334375,0.4353333333333333,0.03334375,8.418303571428572,4.623958333333333,14.034375,9.913541666666667,1.20975,1.076,0.09775,2.07325,0.7255,0.643
2020-21,2020,2021,8,16,4,January,1,2021,1,D,0,2021-01-02,2020-12-27,2021-01-02,7,21.25,3.0357142857142856,8.5,2.0,22.46755952380952,17.390625,28.970833333333335,24.740625,71.81101190476191,52.40625,86.59375,86.59375,0.14840178571428567,0.0647604166666666,0.3526354166666666,0.3526354166666666,8.155952380952382,3.803125,11.06875,7.821875,0.0635,0.0585,0.0585,5.83425,4.527,4.527
2020-21,2020,2021,9,17,4,January,1,2021,2,C,1,2021-01-09,2021-01-03,2021-01-09,7,4.5,0.6428571428571429,4.0,0.0,18.416071428571428,13.227083333333333,24.771875,13.227083333333333,85.98809523809523,72.85416666666666,90.77083333333334,72.85416666666666,0.5236145833333332,0.5160833333333333,0.5303125,0.5160833333333333,5.369494047619048,2.9145833333333333,7.390625,6.967708333333333,0.002,0.001,0.0,0.8654999999999999,0.5255,0.0
2020-21,2020,2021,10,18,4,January,1,2021,3,B,2,2021-01-16,2021-01-10,2021-01-16,7,18.25,2.607142857142857,8.75,8.75,22.23482142857143,14.503125,29.446875,29.446875,85.26339285714286,81.75,91.1875,91.1875,0.528360119047619,0.49396875,0.6487291666666667,0.6487291666666667,5.050446428571428,3.745833333333333,9.126041666666666,9.126041666666666,0.006,0.006,0.006,7.161,6.731,6.731
2020-21,2020,2021,11,19,4,January,1,2021,4,A,3,2021-01-23,2021-01-17,2021-01-23,7,5.5,0.7857142857142857,5.0,0.0,16.533184523809524,7.289583333333333,27.511458333333337,9.373958333333334,83.30208333333334,78.71875,89.72916666666666,79.55208333333333,1.1443035714285714,1.0399375,1.24925,1.24925,7.359821428571428,4.29375,10.898958333333333,9.44375,0.006,0.003,0.001,4.7195,2.50225,0.48025
2020-21,2020,2021,12,20,4,January,1,2021,5,A,3,2021-01-30,2021-01-24,2021-01-30,7,0.0,0.0,0.0,0.0,7.534970238095238,-2.953125,21.235416666666666,-2.953125,78.87946428571429,74.44791666666666,87.77083333333333,77.125,1.3044136904761903,1.2365208333333333,1.378,1.378,6.981101190476189,3.4135416666666667,11.348958333333332,6.769791666666666,0.001,0.001,0.0,2.2695,1.401,0.007
2020-21,2020,2021,13,21,5,February,2,2021,1,A,3,2021-02-06,2021-01-31,2021-02-06,7,2.25,0.32142857142857145,2.25,0.0,16.31160714285714,-1.6041666666666667,23.16770833333333,21.690625,76.92410714285714,58.1875,87.32291666666667,76.34375,1.546858630952381,1.3489791666666668,1.6711875,1.6711875,6.92514880952381,3.359375,9.688541666666666,9.078125,0.006,0.003,0.001,5.682249999999999,3.19025,0.7185
2020-21,2020,2021,14,22,5,February,2,2021,2,A,3,2021-02-13,2021-02-07,2021-02-13,7,0.0,0.0,0.0,0.0,6.528571428571428,-1.920833333333333,14.934375,-1.3666666666666667,73.94642857142857,66.0,78.875,66.0,1.7175714285714283,1.6459375,1.77803125,1.7231875,5.2575892857142845,3.060416666666667,7.561458333333333,3.2927083333333336,0.001,0.001,0.0,1.805,0.95275,0.0
2020-21,2020,2021,15,23,5,February,2,2021,3,A,3,2021-02-20,2021-02-14,2021-02-20,7,6.0,0.8571428571428571,5.75,0.0,14.354315476190475,8.280208333333333,23.954166666666666,16.364583333333332,77.72023809523809,70.04166666666666,88.85416666666667,80.90625,1.918873511904762,1.72421875,2.0325416666666665,2.00984375,5.070684523809525,2.3895833333333334,10.20625,6.775,0.26325,0.26125,0.0,4.71825,2.537,0.5002500000000001
2020-21,2020,2021,16,24,5,February,2,2021,4,B,2,2021-02-27,2021-02-21,2021-02-27,7,25.75,3.6785714285714284,11.0,4.0,21.258333333333333,11.590625,30.771875,22.998958333333334,77.01488095238095,67.86458333333334,85.22916666666667,80.6875,1.9765208333333333,1.9277395833333333,2.04525,1.9277395833333333,7.462648809523809,5.004166666666666,10.838541666666666,8.963541666666668,0.0665,0.0405,0.0405,4.28875,1.3522500000000002,0.8552500000000001
2020-21,2020,2021,17,26,6,March,3,2021,1,B,2,2021-03-06,2021-02-28,2021-03-06,7,24.25,3.4642857142857144,12.25,0.0,15.84806547619048,2.65,31.601041666666667,7.0875,72.64880952380952,59.989583333333336,83.77083333333333,70.76041666666666,1.9005565476190476,1.8310625,1.936875,1.936875,10.029613095238094,5.459375,15.633333333333333,8.611458333333335,0.11225,0.10825,0.001,1.9795,0.7392500000000001,0.021
2020-21,2020,2021,18,27,6,March,3,2021,2,B,2,2021-03-13,2021-03-07,2021-03-13,7,62.75,8.964285714285714,22.5,2.0,26.495089285714283,9.340625,43.38020833333333,20.28125,65.79761904761905,62.8125,71.76041666666666,68.41666666666667,1.7115863095238095,1.356,1.9219166666666667,1.356,7.595089285714285,4.012499999999999,11.795833333333333,11.127083333333331,0.02,0.015,0.0,1.1315,1.02725,1.02725
2020-21,2020,2021,19,28,6,March,3,2021,3,B,2,2021-03-20,2021-03-14,2021-03-20,7,34.5,4.928571428571429,15.75,8.0,19.238690476190477,4.114583333333333,33.534375,24.4375,64.68154761904762,56.45833333333333,84.3125,57.15625,1.3594538690476192,1.2654166666666666,1.41875,1.2654166666666666,7.272321428571429,3.8739583333333334,12.161458333333332,6.191666666666666,0.062,0.061,0.0,1.01175,0.84475,0.0
2020-21,2020,2021,20,29,6,March,3,2021,4,C,1,2021-03-27,2021-03-21,2021-03-27,7,138.75,19.821428571428573,24.0,16.25,42.09657738095238,35.420833333333334,49.871875,36.21145833333333,65.89880952380952,44.052083333333336,91.45833333333331,79.14583333333333,0.7125133928571429,0.130125,1.2163020833333331,0.130125,6.28690476190476,3.9541666666666666,8.871875,8.355208333333334,0.76225,0.57525,0.083,0.13125,0.13125,0.13125
2020-21,2020,2021,21,31,7,April,4,2021,1,C,1,2021-04-03,2021-03-28,2021-04-03,7,86.5,12.357142857142858,24.0,7.0,32.31026785714286,19.447916666666668,46.7,25.21875,66.48214285714286,43.916666666666664,90.84375,43.916666666666664,0.09596577380952379,0.0608229166666666,0.1233333333333333,0.123,9.269494047619048,5.4468749999999995,14.197916666666666,5.4468749999999995,0.8222499999999999,0.32475,0.0,3.02,2.24,0.0
2020-21,2020,2021,22,32,7,April,4,2021,2,D,0,2021-04-10,2021-04-04,2021-04-10,7,142.25,20.321428571428573,24.0,24.0,44.88764880952381,35.065625,54.994791666666664,54.994791666666664,62.894345238095234,44.92708333333333,74.45833333333334,66.73958333333334,0.04530059523809522,0.0,0.1131145833333333,0.0,5.803869047619047,3.270833333333333,10.107291666666669,4.091666666666667,0.017,0.017,0.017,0.0,0.0,0.0
2020-21,2020,2021,23,33,7,April,4,2021,3,D,0,2021-04-17,2021-04-11,2021-04-17,7,146.5,20.928571428571427,24.0,14.0,43.521726190476194,32.16770833333333,54.121875,33.08958333333334,78.01190476190474,62.65625,94.29166666666669,85.96875,0.07557291666666664,0.0,0.3438124999999999,0.3438124999999999,5.741815476190475,2.4697916666666666,8.21875,5.361458333333333,0.63475,0.491,0.008,6.774249999999999,6.13925,0.401
2020-21,2020,2021,24,34,7,April,4,2021,4,D,0,2021-04-24,2021-04-18,2021-04-24,7,113.5,16.214285714285715,23.75,21.75,36.80625,23.494791666666664,45.327083333333334,45.327083333333334,69.8139880952381,55.375,80.3125,55.375,0.18429613095238095,0.0565520833333333,0.279125,0.19709375,7.786458333333334,4.0625,12.325,8.38125,0.23975000000000002,0.096,0.011,4.130000000000001,3.23775,0.0
2020-21,2020,2021,25,36,8,May,5,2021,1,D,0,2021-05-01,2021-04-25,2021-05-01,7,142.25,20.321428571428573,24.0,16.75,42.349107142857136,33.11770833333333,49.19583333333333,35.89791666666667,74.62053571428571,52.16666666666667,97.44791666666666,74.59375,0.024139880952380944,0.0,0.0778854166666666,0.0130625,6.836607142857142,2.573958333333333,11.697916666666666,10.80625,1.97,0.9765,0.13825,0.5457500000000001,0.51775,0.51775
2020-21,2020,2021,26,37,8,May,5,2021,2,D,0,2021-05-08,2021-05-02,2021-05-08,7,159.25,22.75,24.0,23.5,44.19479166666666,42.740625,47.32395833333333,43.353125000000006,71.09375000000001,53.510416666666664,90.60416666666669,66.1875,0.001325892857142857,0.0,0.00928125,0.0,6.18452380952381,3.660416666666667,9.879166666666666,3.9729166666666664,1.08775,0.81975,0.014,0.18625,0.1725,0.0
2020-21,2020,2021,27,38,8,May,5,2021,3,D,0,2021-05-15,2021-05-09,2021-05-15,7,161.25,23.035714285714285,24.0,24.0,46.890327380952385,42.458333333333336,54.240625,54.240625,64.02232142857143,48.645833333333336,76.28125,48.645833333333336,0.0,0.0,0.0,0.0,6.001041666666666,3.7822916666666666,8.302083333333332,4.876041666666667,0.30350000000000005,0.12375,0.0,0.04825,0.04825,0.0
2019-20,2019,2020,1,6,2,November,11,2019,1,D,0,2019-11-02,2019-10-27,2019-11-02,7,148.25,21.178571428571427,24.0,11.0,44.17485119047619,31.24375,53.9625,31.24375,86.23511904761904,66.96875,98.23958333333331,66.96875,0.0,0.0,0.0,0.0,8.080654761904762,4.5375,16.336458333333333,4.5375,3.26375,1.60775,0.0,0.0,0.0,0.0
2019-20,2019,2020,2,7,2,November,11,2019,2,D,0,2019-11-09,2019-11-03,2019-11-09,7,80.0,11.428571428571429,21.5,2.0,30.401190476190475,20.045833333333334,40.70104166666667,20.045833333333334,74.06547619047618,70.6875,77.71875,70.6875,0.045077380952380945,0.0,0.15575,0.15575,7.1797619047619055,6.054166666666667,8.802083333333334,6.23125,0.15225000000000002,0.12125,0.0,2.42375,1.44725,0.021
2019-20,2019,2020,3,8,2,November,11,2019,3,D,0,2019-11-16,2019-11-10,2019-11-16,7,18.75,2.6785714285714284,7.25,0.25,18.45967261904762,6.590625,28.136458333333337,11.007291666666667,74.06101190476191,53.635416666666664,86.02083333333334,72.25,0.437360119047619,0.1468125,0.58603125,0.58603125,7.42827380952381,5.195833333333333,9.46875,6.159375,0.07125000000000001,0.06025,0.0,6.302,3.9575,0.20025
2019-20,2019,2020,4,9,2,November,11,2019,4,D,0,2019-11-23,2019-11-17,2019-11-23,7,40.0,5.714285714285714,14.5,1.5,25.18645833333333,13.851041666666667,32.57083333333333,21.620833333333337,79.88541666666666,55.75,94.30208333333334,71.86458333333333,0.6511696428571428,0.55121875,0.7752187500000001,0.65884375,5.543154761904761,2.55,10.625,8.690625,0.393,0.2595,0.0,2.39025,1.06325,0.028
2019-20,2019,2020,5,10,2,November,11,2019,5,D,0,2019-11-30,2019-11-24,2019-11-30,7,62.25,8.892857142857142,18.5,0.0,27.626636904761902,13.229166666666666,36.38854166666667,13.229166666666666,83.06398809523809,72.10416666666666,92.54166666666669,72.10416666666666,0.6188035714285715,0.4961666666666667,0.802125,0.4961666666666667,7.309523809523809,4.529166666666667,9.459375,8.204166666666666,0.56775,0.39475,0.0,3.24725,1.57175,0.0
2019-20,2019,2020,6,11,3,December,12,2019,1,D,0,2019-12-07,2019-12-01,2019-12-07,7,4.75,0.6785714285714286,1.5,0.0,19.27514880952381,13.873958333333334,25.7125,14.615625,77.62053571428571,66.51041666666666,88.80208333333334,84.20833333333333,0.6561979166666667,0.4925,0.82059375,0.82059375,6.376488095238096,4.853125,8.145833333333334,5.65,0.003,0.002,0.0,4.428000000000001,1.1315,0.35425
2019-20,2019,2020,7,12,3,December,12,2019,2,C,1,2019-12-14,2019-12-08,2019-12-14,7,58.75,8.392857142857142,21.5,18.25,25.48675595238095,13.223958333333332,39.60208333333333,34.97083333333333,75.2872023809524,55.53125,98.71875,98.71875,0.5125461309523809,0.3240208333333333,0.81921875,0.3240208333333333,8.492559523809524,6.380208333333333,10.769791666666666,8.632291666666667,1.1115,0.622,0.622,0.7475,0.22125,0.09675
2019-20,2019,2020,8,13,3,December,12,2019,3,D,0,2019-12-21,2019-12-15,2019-12-21,7,12.75,1.8214285714285714,12.75,0.0,12.714732142857144,-0.9916666666666668,31.361458333333335,6.7645833333333325,75.91220238095238,58.302083333333336,88.21875,78.27083333333333,0.35065327380952377,0.2197708333333333,0.4509166666666666,0.44325,7.730803571428572,3.4291666666666667,14.645833333333332,3.4541666666666666,0.05475,0.05275,0.0,3.346,1.8115,0.0
2019-20,2019,2020,9,14,3,December,12,2019,4,C,1,2019-12-28,2019-12-22,2019-12-28,7,45.25,6.464285714285714,12.75,12.75,26.296279761904763,20.9625,31.359375,31.359375,76.94047619047619,62.11458333333333,92.39583333333334,90.42708333333334,0.3425431547619047,0.2406041666666666,0.43534375,0.2406041666666666,7.040476190476191,3.184375,9.40625,8.81875,0.253,0.246,0.001,0.2495,0.097,0.0765
2019-20,2019,2020,10,16,4,January,1,2020,1,B,2,2020-01-04,2019-12-29,2020-01-04,7,39.5,5.642857142857143,15.75,12.75,27.379166666666666,23.729166666666664,33.38125,31.13854166666667,84.78125,77.39583333333334,96.34375,96.34375,0.5640818452380952,0.24153125,0.72378125,0.6326666666666667,7.0,3.1187500000000004,9.382291666666667,3.1187500000000004,0.291,0.26525,0.005,8.0125,3.5145,1.81225
2019-20,2019,2020,11,17,4,January,1,2020,2,R,0,2020-01-11,2020-01-05,2020-01-11,7,27.0,3.857142857142857,20.75,20.75,20.738244047619048,5.426041666666666,42.03854166666667,42.03854166666667,81.03273809523809,65.91666666666666,90.65625,90.65625,0.8844627976190476,0.7921875,0.97290625,0.8249375,7.991666666666666,5.226041666666667,10.420833333333333,10.420833333333333,0.22599999999999998,0.208,0.208,3.0212500000000007,0.9335,0.0
2019-20,2019,2020,12,18,4,January,1,2020,3,B,2,2020-01-18,2020-01-12,2020-01-18,7,31.25,4.464285714285714,15.0,0.0,19.465625,-1.3541666666666663,36.665625,-1.3541666666666663,82.31845238095238,70.05208333333333,93.39583333333331,70.05208333333333,0.49254761904761907,0.36271875,0.6742187500000001,0.6742187500000001,6.674851190476191,3.975,11.141666666666666,4.602083333333333,0.849,0.845,0.0,4.632750000000001,2.73775,0.34475
2019-20,2019,2020,13,19,4,January,1,2020,4,B,2,2020-01-25,2020-01-19,2020-01-25,7,14.5,2.0714285714285716,7.0,3.5,16.42886904761905,1.8937500000000005,27.81875,27.81875,73.07886904761905,52.27083333333333,88.44791666666667,88.44791666666667,0.9031026785714286,0.8286770833333333,0.95046875,0.8286770833333333,6.608333333333334,3.5968750000000003,9.863541666666666,9.863541666666666,0.015,0.014,0.014,3.05225,2.6637500000000003,0.2624999999999999
2019-20,2019,2020,14,21,5,February,2,2020,1,A,3,2020-02-01,2020-01-26,2020-02-01,7,25.5,3.642857142857143,13.25,2.75,21.307291666666664,7.796875,31.226041666666667,24.78125,79.7514880952381,59.072916666666664,90.91666666666669,83.15625,0.9116755952380953,0.8543958333333334,0.9414375,0.9070625,5.629464285714286,3.2854166666666664,8.016666666666666,3.6604166666666664,0.037000000000000005,0.035,0.0,4.673,2.6959999999999997,0.112
2019-20,2019,2020,15,22,5,February,2,2020,2,A,3,2020-02-08,2020-02-02,2020-02-08,7,13.5,1.9285714285714286,7.5,0.0,19.481547619047625,6.130208333333333,26.83020833333333,6.130208333333333,83.78273809523809,71.55208333333333,92.46875,71.55208333333333,1.08309375,0.8788750000000001,1.677375,1.677375,5.914732142857142,2.9,10.447916666666666,10.447916666666666,0.3315,0.3075,0.0,9.038749999999999,5.68525,0.545
2019-20,2019,2020,16,23,5,February,2,2020,3,A,3,2020-02-15,2020-02-09,2020-02-15,7,12.0,1.7142857142857142,5.5,0.0,14.544345238095238,-2.3791666666666664,26.327083333333334,-2.3791666666666664,78.20089285714286,59.97916666666667,94.1875,59.97916666666667,1.6936815476190479,1.6512916666666668,1.7590312499999998,1.74425,5.743452380952381,3.4854166666666666,8.148958333333333,4.737500000000001,0.008,0.007,0.0,3.8442499999999997,1.81975,0.0
2019-20,2019,2020,17,24,5,February,2,2020,4,A,3,2020-02-22,2020-02-16,2020-02-22,7,8.25,1.1785714285714286,3.5,2.25,15.515625,3.8822916666666663,23.946875,19.9375,69.42857142857143,62.20833333333333,76.01041666666667,62.20833333333333,1.7656413690476191,1.68590625,1.8455208333333335,1.7771770833333334,8.330357142857144,5.153125,12.071875,9.771875,0.004,0.002,0.0,2.7115,1.81175,0.0
2019-20,2019,2020,18,25,5,February,2,2020,5,A,3,2020-02-29,2020-02-23,2020-02-29,7,67.25,9.607142857142858,18.5,0.0,27.150000000000002,12.617708333333333,35.80520833333333,12.617708333333333,73.89434523809526,57.625,88.94791666666666,73.92708333333333,1.6377291666666667,1.4903854166666668,1.75525,1.75525,7.613392857142856,2.863541666666667,13.5625,7.275,0.101,0.043,0.0,6.437250000000001,5.06475,0.36775
2019-20,2019,2020,19,26,6,March,3,2020,1,B,2,2020-03-07,2020-03-01,2020-03-07,7,54.0,7.714285714285714,20.25,0.25,25.329464285714288,8.682291666666668,38.938541666666666,19.214583333333337,73.69642857142857,65.39583333333333,79.04166666666667,68.57291666666667,1.5792723214285715,1.4560833333333334,1.7565,1.4560833333333334,7.459672619047619,4.3125,12.560416666666669,8.196874999999999,0.2839999999999999,0.2012499999999999,0.0,1.0047499999999998,0.32425,0.27025
2019-20,2019,2020,20,27,6,March,3,2020,2,C,1,2020-03-14,2020-03-08,2020-03-14,7,89.0,12.714285714285714,23.75,9.75,31.817410714285707,23.226041666666667,42.77708333333333,30.242708333333333,68.51041666666667,53.76041666666667,84.60416666666667,63.552083333333336,1.1341175595238095,0.89021875,1.43996875,0.89021875,8.14032738095238,4.396875,12.7,12.61875,0.8367499999999999,0.5137499999999999,0.0,0.24225,0.24225,0.0
2019-20,2019,2020,21,28,6,March,3,2020,3,C,1,2020-03-21,2020-03-15,2020-03-21,7,65.0,9.285714285714286,20.5,5.5,28.434970238095236,18.06875,41.95,26.53125,67.94345238095238,45.13541666666667,94.07291666666669,59.25,0.7983854166666665,0.5411458333333333,0.8696979166666666,0.5411458333333333,7.957142857142857,4.432291666666667,10.997916666666669,10.997916666666669,0.308,0.26625,0.02775,1.3035,0.745,0.124
2019-20,2019,2020,22,29,6,March,3,2020,4,C,1,2020-03-28,2020-03-22,2020-03-28,7,60.5,8.642857142857142,16.5,14.0,28.653869047619043,19.891666666666666,35.80104166666667,34.67708333333333,64.96428571428571,37.15625,85.78125,51.229166666666664,0.6920104166666666,0.5184270833333333,0.8597916666666666,0.6084479166666668,5.798958333333333,3.36875,8.866666666666667,3.36875,0.1107499999999999,0.0849999999999999,0.001,3.62475,1.8535,0.0
2019-20,2019,2020,23,31,7,April,4,2020,1,C,1,2020-04-04,2020-03-29,2020-04-04,7,103.75,14.821428571428571,20.25,20.25,34.26681547619047,30.316666666666663,39.431250000000006,39.431250000000006,82.10267857142857,60.760416666666664,90.89583333333331,85.95833333333334,0.4387901785714286,0.3794166666666667,0.5321041666666666,0.3794166666666667,7.401041666666665,3.9947916666666665,10.260416666666666,3.9947916666666665,0.90725,0.418,0.032,4.02125,1.4265,0.0
2019-20,2019,2020,24,32,7,April,4,2020,2,C,1,2020-04-11,2020-04-05,2020-04-11,7,118.5,16.928571428571427,21.75,8.5,36.26934523809524,28.97083333333333,42.3125,28.97083333333333,67.95982142857143,50.4375,80.25,70.5625,0.14681249999999998,0.08784375,0.25728125,0.1629895833333333,7.210267857142857,3.6916666666666664,11.321875,11.227083333333333,0.6257499999999999,0.566,0.001,3.338,1.7585000000000002,0.546
2019-20,2019,2020,25,33,7,April,4,2020,3,C,1,2020-04-18,2020-04-12,2020-04-18,7,91.75,13.107142857142858,24.0,10.75,34.03839285714286,27.92395833333333,45.38645833333333,32.14583333333333,60.711309523809526,47.73958333333333,88.04166666666667,57.34375,0.05730208333333331,0.0165,0.1514687499999999,0.0586458333333333,8.290029761904762,3.721875,12.395833333333334,3.721875,0.8175,0.6194999999999999,0.001,0.70725,0.436,0.10475
2019-20,2019,2020,26,34,7,April,4,2020,4,D,0,2020-04-25,2020-04-19,2020-04-25,7,89.0,12.714285714285714,21.0,21.0,33.78377976190477,25.041666666666664,41.483333333333334,41.483333333333334,53.416666666666664,39.40625,67.6875,45.8125,0.03746875,0.0213125,0.05121875,0.02784375,7.519047619047619,3.46875,13.498958333333334,3.46875,0.34375,0.25425,0.0,0.6302499999999999,0.3954999999999999,0.007
2019-20,2019,2020,27,36,8,May,5,2020,1,D,0,2020-05-02,2020-04-26,2020-05-02,7,147.75,21.107142857142858,24.0,21.75,40.69315476190476,34.384375,46.6625,44.47291666666666,72.55208333333333,56.9375,90.17708333333331,66.91666666666666,0.04891071428571426,0.0,0.1213229166666666,0.0,8.164583333333335,5.155208333333333,13.519791666666666,7.929166666666667,0.9075,0.469,0.012,2.7507499999999996,2.41225,0.0
2019-20,2019,2020,28,37,8,May,5,2020,2,D,0,2020-05-09,2020-05-03,2020-05-09,7,131.25,18.75,24.0,7.25,39.820684523809526,29.116666666666667,52.225,29.116666666666667,65.67857142857143,49.375,75.15625,71.05208333333334,0.012677083333333328,0.0,0.0825520833333333,0.0825520833333333,7.199107142857143,2.8916666666666666,9.676041666666666,9.676041666666666,0.244,0.077,0.006,2.43775,1.99475,1.99475
2019-20,2019,2020,29,38,8,May,5,2020,3,D,0,2020-05-16,2020-05-10,2020-05-16,7,125.75,17.964285714285715,24.0,24.0,40.55193452380952,31.305208333333333,52.90625,49.514583333333334,67.64434523809524,48.895833333333336,83.5625,83.5625,0.05068005952380951,0.0,0.12825,0.0,7.780803571428572,5.485416666666667,11.78125,7.35625,0.9102499999999999,0.3712499999999999,0.22275,1.43425,1.137,0.0
2019-20,2019,2020,30,39,8,May,5,2020,4,D,0,2020-05-23,2020-05-17,2020-05-23,7,167.25,23.892857142857142,24.0,24.0,55.555654761904755,49.77395833333333,63.16354166666667,63.16354166666667,54.126488095238095,46.8125,71.25,48.54166666666667,0.0,0.0,0.0,0.0,4.656845238095237,2.6083333333333334,6.3739583333333325,4.689583333333333,0.03,0.02,0.0,0.0,0.0,0.0
2018-19,2018,2019,1,3,1,October,10,2018,3,D,0,2018-10-20,2018-10-14,2018-10-20,7,127.25,18.178571428571427,24.0,24.0,38.634821428571435,28.228125,45.889583333333334,45.889583333333334,72.72619047619047,67.03125,85.70833333333333,67.07291666666666,0.006040178571428571,0.0,0.02234375,0.00378125,9.30565476190476,5.632291666666667,12.122916666666669,10.867708333333333,0.57575,0.209,0.06375,0.637,0.49175,0.0
2018-19,2018,2019,2,4,1,October,10,2018,4,D,0,2018-10-27,2018-10-21,2018-10-27,7,78.25,11.178571428571429,19.0,6.5,30.763095238095243,26.458333333333336,35.09375,28.58020833333333,76.82738095238096,63.0,96.73958333333334,70.20833333333334,0.025904761904761903,0.004125,0.0586145833333333,0.0586145833333333,7.262053571428571,5.292708333333334,9.739583333333334,7.53125,0.44125000000000003,0.203,0.203,3.7112499999999997,2.501,2.501
2018-19,2018,2019,3,8,2,November,11,2018,3,B,2,2018-11-17,2018-11-11,2018-11-17,7,23.5,3.357142857142857,9.5,8.75,20.551636904761903,8.020833333333332,29.682291666666668,29.158333333333335,78.0684523809524,69.52083333333334,88.79166666666667,88.79166666666667,0.5556324404761905,0.25915625,0.99146875,0.99146875,7.02782738095238,3.6125,10.69375,8.613541666666666,0.011,0.007,0.001,9.295,4.75525,0.75925
2018-19,2018,2019,4,9,2,November,11,2018,4,B,2,2018-11-24,2018-11-18,2018-11-24,7,11.25,1.6071428571428572,5.5,5.5,16.402380952380955,1.6208333333333331,25.732291666666665,21.684375000000003,78.63392857142857,64.16666666666667,90.80208333333334,64.16666666666667,1.0781815476190475,0.99009375,1.16440625,1.1430937499999998,6.1971726190476195,2.5083333333333333,11.101041666666667,6.460416666666667,0.001,0.001,0.0,3.1667499999999995,1.3864999999999998,0.0
2018-19,2018,2019,5,11,3,December,12,2018,1,C,1,2018-12-01,2018-11-25,2018-12-01,7,43.75,6.25,18.0,1.25,28.227232142857144,24.00625,33.587500000000006,24.00625,92.25148809523809,88.60416666666667,95.54166666666666,88.60416666666667,1.3362142857142856,0.98871875,1.56621875,1.5015104166666666,6.06592261904762,3.0625,9.451041666666669,3.0625,0.27325,0.25425,0.0,10.420000000000002,6.862,0.0
2018-19,2018,2019,6,12,3,December,12,2018,2,B,2,2018-12-08,2018-12-02,2018-12-08,7,24.25,3.4642857142857144,17.0,0.0,19.53377976190476,2.557291666666667,35.009375,2.557291666666667,83.97916666666667,77.65625,93.40625,77.65625,1.420748511904762,1.36184375,1.52459375,1.436583333333333,6.788392857142858,3.517708333333333,9.244791666666666,3.997916666666667,0.5422499999999999,0.4034999999999999,0.0,2.9455,1.24125,0.0
2018-19,2018,2019,7,13,3,December,12,2018,3,B,2,2018-12-15,2018-12-09,2018-12-15,7,22.75,3.25,16.25,16.25,16.349255952380954,4.659375,33.321875,33.321875,81.39434523809526,70.0625,91.03125,91.03125,1.4180089285714286,1.3393333333333333,1.4393125,1.3393333333333333,5.6380952380952385,2.9447916666666667,7.359375000000001,7.359375000000001,0.05425,0.04425,0.04425,0.6055000000000001,0.279,0.069
